date,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss,min,max,median,q1,q3,stdev,count
31.03.2020,-3.0,744.4,759.4,-0.3,90,"Ветер, дующий с севера",3,,,100%.,Ливневый снег слабый в срок наблюдения или за последний час. ,Ливень (ливни).,Метель,,,"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.",100%.,300-600,,,,-4.5,,,,,,,0.46,24.27,2.86,1.84,5.53,3.211,317
01.04.2020,-5.0,745.2,760.3,-0.6,64,"Штиль, безветрие",0,,,60%., ,,,,,"Слоисто-кучевые, образовавшиеся не из кучевых.",60%.,600-1000,"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.","Перистых, перисто-кучевых или перисто-слоистых нет.",,-10.9,,,,,,,2.37,10.85,5.66,4.72,7.27,1.795,173
02.04.2020,0.9,737.8,752.4,-0.3,84,"Ветер, дующий с западо-юго-запада",1,,,100%., ,,,,,"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.",100%.,300-600,,,,-1.6,,,,,,,3.12,18.42,9.25,7.11,11.65,3.176,396
03.04.2020,3.6,739.4,753.9,0.4,83,"Ветер, дующий с западо-юго-запада",1,,,100%., ,,,,,"Слоисто-кучевые, образовавшиеся не из кучевых.",100%.,600-1000,,,,0.9,,,,,,,8.23,33.54,16.64,13.92,20.23,4.695,440
04.04.2020,6.0,740.4,754.8,2.3,64,"Ветер, дующий с запада",1,,,100%., ,,,,,"Слоисто-кучевые, образовавшиеся не из кучевых.",100%.,600-1000,,,,-0.4,,,,,,,1.41,21.84,7.78,4.69,12.89,4.71,509
05.04.2020,1.4,751.3,766.2,1.2,61,"Штиль, безветрие",0,,,Облаков нет., ,,,,,,,,,,,-5.4,,,,,,,0.66,17.53,5.22,3.25,8.53,3.649,528
06.04.2020,0.0,755.6,770.7,0.4,54,"Ветер, дующий с северо-запада",1,,,20–30%., ,,,,,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",Облаков нет.,"2500 или более, или облаков нет.","Высококучевых, высокослоистых или слоисто-дождевых облаков нет.","Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.",,-8.4,,,,,,,0.84,15.65,3.92,2.62,6.43,2.766,505
07.04.2020,-2.1,761.2,776.4,1.2,59,"Штиль, безветрие",0,,,Облаков нет., ,,,,,,,,,,,-9.2,,,,,,,4.47,29.65,12.8,8.76,15.98,4.423,447
08.04.2020,8.2,752.2,766.7,-2.1,51,"Ветер, дующий с западо-юго-запада",1,,,Облаков нет., ,,,,,,,,,,,-1.4,,,,,,,9.59,131.12,21.28,17.38,25.27,8.857,446
09.04.2020,5.0,750.1,764.8,0.0,79,"Штиль, безветрие",0,,,Облаков нет., ,,,,,,,,,,,1.7,,,,,,,2.27,27.55,12.12,7.64,16.92,5.335,451
10.04.2020,10.9,740.2,754.3,-1.4,55,"Штиль, безветрие",0,,,100%.,Ливневый(ые) дождь(и). ,Облака покрывали более половины неба в течение всего соответствующего периода.,Облака покрывали более половины неба в течение всего соответствующего периода.,,,"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.",100%.,300-600,,,,2.1,,,,,,,0.77,12.23,4.0,2.75,5.46,1.956,494
11.04.2020,0.6,746.2,761.1,0.3,88,"Штиль, безветрие",0,,,20–30%.,Дымка. ,Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.,Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.,,,"Слоисто-кучевые, образовавшиеся не из кучевых.",20–30%.,600-1000,"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.","Перистых, перисто-кучевых или перисто-слоистых нет.",,-1.2,,,,,,,3.64,18.6,8.88,5.78,11.81,3.7,146
12.04.2020,-0.1,750.9,765.8,0.9,76,"Ветер, дующий с северо-запада",1,,,Облаков нет., ,,,,,,,,,,,-3.8,,,,,,,1.12,21.11,6.88,3.04,12.68,5.327,572
13.04.2020,3.3,748.3,763.0,-0.7,45,"Ветер, дующий с юга",1,,,40%., ,,,,,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",Облаков нет.,"2500 или более, или облаков нет.","Высококучевых, высокослоистых или слоисто-дождевых облаков нет.","Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.",,-7.6,,,,,,,11.14,50.7,27.32,17.73,32.68,9.278,577
14.04.2020,11.3,736.3,750.3,-1.6,30,"Ветер, дующий с юго-юго-востока",2,,,100%., ,,,,,"Слоисто-кучевые, образовавшиеся не из кучевых.",60%.,600-1000,"Высококучевые просвечивающие, расположенные на одном уровне.",,,-5.8,,,,,,,0.91,38.08,5.58,3.64,8.32,8.999,554
15.04.2020,3.7,740.1,754.6,0.1,58,"Штиль, безветрие",0,,,100%., ,,,,,"Слоисто-кучевые, образовавшиеся не из кучевых.",100%.,600-1000,,,,-3.9,,,,,,,0.85,16.55,5.57,3.46,8.3,3.278,515
16.04.2020,1.3,733.9,748.4,-1.2,94,"Ветер, дующий с западо-юго-запада",1,,,100%.,Ливневый(ые) дождь(и) со снегом слабый(ые) в срок наблюдения или за последний час. ,Ливень (ливни).,Облака покрывали более половины неба в течение всего соответствующего периода.,,,"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.",100%.,300-600,,,,0.5,,,,,,,0.38,14.34,3.24,1.78,5.0,2.259,505
17.04.2020,3.3,727.3,741.6,1.3,94,"Ветер, дующий с северо-запада",2,,,100%.,Ливневый(ые) дождь(и). ,Ливень (ливни).,Облака покрывали более половины неба в течение всего соответствующего периода.,,,"Слоисто-кучевые, образовавшиеся не из кучевых.",100%.,600-1000,,,,2.4,,,,,,,0.52,11.7,3.48,2.66,4.72,1.529,580
18.04.2020,1.7,736.5,751.0,0.2,86,"Ветер, дующий с западо-юго-запада",1,,,20–30%.,Дымка. ,Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.,Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.,,,"Слоисто-кучевые, образовавшиеся не из кучевых.",20–30%.,600-1000,"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.","Перистых, перисто-кучевых или перисто-слоистых нет.",,-0.5,,,,,,,0.44,13.06,2.36,1.68,3.38,1.877,587
19.04.2020,2.1,742.0,756.6,0.2,83,"Ветер, дующий с западо-юго-запада",1,,,70 – 80%., ,,,,,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",70 – 80%.,"2500 или более, или облаков нет.","Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.","Перистых, перисто-кучевых или перисто-слоистых нет.",,-0.5,,,,,,,0.95,30.38,4.09,2.39,9.34,6.213,571
20.04.2020,1.3,746.5,761.2,0.7,95,"Штиль, безветрие",0,,,60%.,Дымка. ,Облака покрывали более половины неба в течение всего соответствующего периода.,Облака покрывали более половины неба в течение всего соответствующего периода.,,,"Слоисто-кучевые, образовавшиеся не из кучевых.",60%.,600-1000,"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.","Перистых, перисто-кучевых или перисто-слоистых нет.",,0.6,,,,,,,1.23,24.76,6.55,3.87,10.28,4.628,512
21.04.2020,3.8,749.9,764.6,0.0,67,"Ветер, дующий с севера",3,,,20–30%., ,,,,,"Слоисто-кучевые, образовавшиеся не из кучевых.",20–30%.,600-1000,"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.","Перистых, перисто-кучевых или перисто-слоистых нет.",,-1.8,,,,,,,1.18,13.61,5.23,4.0,6.39,2.193,374
22.04.2020,5.9,746.4,760.9,-1.3,50,"Ветер, дующий с северо-северо-запада",3,,10.0,100%., ,,,,,"Слоисто-кучевые, образовавшиеся не из кучевых.",100%.,600-1000,,,,-3.9,,,,,,,1.0,26.12,4.59,3.35,6.58,2.666,426
23.04.2020,4.2,746.2,760.8,-0.2,35,"Ветер, дующий с северо-запада",2,,,40%., ,,,,,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",Облаков нет.,"2500 или более, или облаков нет.","Высококучевых, высокослоистых или слоисто-дождевых облаков нет.","Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.",,-10.2,,,,,,,1.84,41.82,5.4,4.05,7.71,5.284,482
24.04.2020,0.6,741.4,756.1,-0.3,63,"Штиль, безветрие",0,,,50%., ,,,,,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",Облаков нет.,"2500 или более, или облаков нет.","Высококучевых, высокослоистых или слоисто-дождевых облаков нет.","Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.",,-5.7,,,,,,,4.18,25.9,12.27,9.22,17.23,5.051,551
25.04.2020,5.6,733.6,747.9,-1.0,86,"Ветер, дующий с западо-юго-запада",1,,,100%., ,,,,,"Слоисто-кучевые, образовавшиеся не из кучевых.",100%.,600-1000,,,,3.4,,,,,,,3.02,21.28,7.78,5.68,10.19,3.245,517
26.04.2020,3.5,735.7,750.2,0.8,71,"Штиль, безветрие",0,,,Облаков нет., ,,,,,,,,,,,-1.4,,,,,,,2.42,46.12,8.36,4.38,19.37,10.758,566
27.04.2020,1.6,738.7,753.3,0.0,61,"Штиль, безветрие",0,,,Облаков нет., ,,,,,,,,,,,-5.1,,,,,,,3.8,48.36,7.89,6.38,11.93,11.561,536
28.04.2020,5.2,740.8,755.2,0.3,54,"Ветер, дующий с северо-запада",2,,,20–30%., ,,,,,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",Облаков нет.,"2500 или более, или облаков нет.","Высококучевых, высокослоистых или слоисто-дождевых облаков нет.","Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.",,-3.5,,,,,,,1.15,11.98,3.58,2.42,5.58,2.191,412
29.04.2020,9.0,740.1,754.4,-1.9,40,"Ветер, дующий с юго-юго-востока",1,,,100%., ,,,,,"Слоисто-кучевые, образовавшиеся не из кучевых.",40%.,600-1000,"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.",,,-4.0,,,,,,,0.3,14.72,3.83,1.76,7.98,3.663,523
30.04.2020,5.0,739.6,754.0,1.2,59,"Ветер, дующий с западо-северо-запада",2,,,20–30%., ,,,,,"Слоисто-кучевые, образовавшиеся не из кучевых.",20–30%.,600-1000,"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.","Перистых, перисто-кучевых или перисто-слоистых нет.",,-2.5,,,,,,,1.4,14.46,3.85,2.78,5.84,2.372,538
01.05.2020,5.6,746.9,761.5,0.6,59,"Ветер, дующий с востока",1,,,"90  или более, но не 100%", ,,,,,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.","90  или более, но не 100%","2500 или более, или облаков нет.",Высококучевые башенкообразные или хлопьевидные.,"Перистых, перисто-кучевых или перисто-слоистых нет.",,-1.8,,,,,,,3.0,21.98,7.65,5.62,11.46,3.527,551
02.05.2020,6.2,748.0,762.6,0.4,48,"Ветер, дующий с северо-северо-востока",1,,,Облаков нет., ,,,,,,,,,,,-4.1,,,,,,,3.44,24.82,7.87,5.95,12.83,4.522,540
03.05.2020,13.8,746.4,760.5,0.0,47,"Ветер, дующий с востоко-юго-востока",1,,,70 – 80%., ,,,,,"Слоисто-кучевые, образовавшиеся не из кучевых.",50%.,1000-1500,"Высококучевые просвечивающие, расположенные на одном уровне.","Перистых, перисто-кучевых или перисто-слоистых нет.",,2.5,,,,,,,4.0,29.47,11.76,10.09,14.56,4.672,576
04.05.2020,13.0,745.8,759.9,0.2,79,"Штиль, безветрие",0,,,40%., ,,,,,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",Облаков нет.,"2500 или более, или облаков нет.","Высококучевых, высокослоистых или слоисто-дождевых облаков нет.","Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.",,9.4,,,,,,,5.07,56.75,24.96,11.3,35.29,12.718,527
05.05.2020,13.6,745.7,759.7,-0.7,96,"Штиль, безветрие",0,,,100%.,Дымка. ,Ливень (ливни).,Облака покрывали более половины неба в течение всего соответствующего периода.,,,"Слоисто-кучевые, образовавшиеся не из кучевых.",100%.,600-1000,,,,12.9,,,,,,,4.63,29.08,12.81,9.68,16.01,4.574,502
06.05.2020,13.9,741.6,755.5,-0.1,96,"Штиль, безветрие",0,,,100%.,Дымка. ,Гроза (грозы) с осадками или без них.,Ливень (ливни).,,,"Слоисто-кучевые, образовавшиеся не из кучевых.",100%.,1000-1500,,,,13.2,,,,,,,5.88,38.29,14.43,12.4,16.95,5.569,580
07.05.2020,13.7,737.3,751.6,-0.2,92,"Ветер, дующий с юго-юго-востока",1,,,100%.,Дымка. ,Облака покрывали более половины неба в течение всего соответствующего периода.,Облака покрывали более половины неба в течение всего соответствующего периода.,,,"Слоисто-кучевые, образовавшиеся не из кучевых.",100%.,600-1000,,,,12.4,,,,,,,2.6,20.65,7.0,4.94,9.98,4.105,386
08.05.2020,11.9,740.7,754.8,1.3,84,"Ветер, дующий с запада",1,,,"90  или более, но не 100%",Дымка. ,Облака покрывали более половины неба в течение всего соответствующего периода.,Облака покрывали более половины неба в течение всего соответствующего периода.,,,"Слоисто-кучевые, образовавшиеся не из кучевых.","90  или более, но не 100%",600-1000,"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.","Перистых, перисто-кучевых или перисто-слоистых нет.",,9.2,,,,,,,1.58,9.3,4.33,3.26,5.43,1.491,347
09.05.2020,10.5,745.3,759.6,-0.3,76,"Ветер, дующий с северо-северо-востока",1,,,100%., ,,,,,"Слоисто-кучевые, образовавшиеся не из кучевых.",100%.,600-1000,,,,6.4,,,,,,,1.78,13.46,4.82,3.82,5.95,1.695,340
